AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp
-0.116416216,0.9268086,-0.18876457,0.0013744468,-0.10873401,-0.028176159,NORMAL,3582067
0.46938324,0.10619688,0.11618996,0.0062613687,0.06658431,0.011530082,AGGRESSIVE,3582852
-0.7556101,-0.42481306,1.0796633,0.0038179078,0.07696902,-0.43989933,AGGRESSIVE,3582518
-0.16850913,-0.8368263,-0.41540337,-0.025503624,-0.007330383,0.10865766,SLOW,3583652
-0.014087677,1.4215598,0.80688953,0.074067414,0.053145275,-0.014126259,SLOW,3583472
-0.844187,-0.3103611,0.24124241,-0.04016439,0.18325958,-0.04466952,NORMAL,3582166
-1.3559704,-0.49677557,-0.05106449,-0.04444045,0.017715093,0.006032294,NORMAL,3582018
-0.78369546,0.15853718,0.32116318,0.041080687,-0.1459968,-0.03306308,SLOW,3583419
-1.4542642,0.43722063,0.43524933,-0.05299256,-0.18325958,-0.014737124,NORMAL,3582129
0.13265371,-0.12571329,1.2175503,0.0777326,-0.029932396,0.06895141,AGGRESSIVE,3582844
0.59974277,-0.4389522,1.4831171,-0.015118915,-0.032375857,-0.033673946,NORMAL,3582163
-1.1483706,-0.15832359,-0.094558716,0.0062613687,0.13500121,0.008475755,AGGRESSIVE,3582883
-0.05797839,-1.2544351,-1.2268076,-0.02977968,0.015271631,0.031688634,NORMAL,3581646
0.15355027,0.031665124,-0.60938835,0.10399981,-0.10873401,0.05062546,SLOW,3583539
-0.368582,0.57388556,1.1685972,0.025198191,-0.09468412,0.0017562376,AGGRESSIVE,3582842
-0.6122472,-1.7505277,-2.2990637,0.006872234,0.11178834,0.002977968,AGGRESSIVE,3582749
0.93542886,-0.6397667,0.69941425,0.018478673,0.037873644,-0.028787024,SLOW,3583122
-0.10873592,0.15471572,-0.4898014,0.019700404,0.037873644,-0.018402316,SLOW,3583178
-0.3724656,-0.25631315,0.96137047,-0.017562376,-0.015271631,0.106214195,SLOW,3583228
0.3930235,0.05707079,-0.3075962,-0.00290161,-0.031154128,0.008475755,SLOW,3583651
1.2873001,1.2037522,0.18793201,0.074067414,0.050701816,-0.06604981,SLOW,3583246
0.80679584,0.07024506,0.43300438,-0.084146686,0.08124508,-0.031230485,AGGRESSIVE,3582832
1.1767435,-0.15694954,-0.35246372,0.02031127,-0.0421497,0.018860465,AGGRESSIVE,3582574
2.3416462,-2.9855623,-0.7221508,0.0032070426,0.0061086523,-0.022067508,AGGRESSIVE,3582401
1.0519447,-0.15959644,-0.04487419,0.033750303,0.002443461,-0.02939789,NORMAL,3581986
-1.1850674,-0.49542361,-1.4989729,0.15958855,0.065973446,0.05429065,SLOW,3583115
0.0885613,-0.108618855,-0.4503641,-0.012064588,-0.01160644,0.011530082,SLOW,3583177
-0.34422362,-1.0760529,-0.19764423,-0.0053450707,0.052534413,-0.0019089539,NORMAL,3581709
-0.026437521,-0.3254815,0.14625263,0.02031127,-0.047647487,0.013362677,SLOW,3583665
-0.3144616,1.8083587,2.6865788,-0.0346666,-0.10445796,0.051847186,SLOW,3583521
1.2518086,0.7453587,1.3954153,0.09117164,-0.015882496,0.014584408,SLOW,3583540
-0.7949834,-1.0536178,3.0327854,-0.04627304,-0.0720821,-0.054443367,NORMAL,3582162
0.06691718,-0.79523325,0.046351433,-0.021838432,-0.047036625,-0.022067508,SLOW,3583736
0.49131417,1.7273169,-0.23027897,0.014202617,0.014049901,0.014584408,AGGRESSIVE,3582745
4.9855475,0.77667123,0.119044304,-0.12507465,-0.014660766,-0.15829046,AGGRESSIVE,3582918
0.961627,0.6412016,-0.6307335,0.039858956,-0.029321533,-0.0055741454,SLOW,3583655
0.15953517,0.8927524,-0.0153951645,-0.00045814895,0.009773844,-0.014126259,NORMAL,3581856
-1.9703019,-1.5322802,0.28687096,-0.0047342055,-0.15393804,-0.042836927,SLOW,3583500
0.83484626,-1.229953,0.94695187,-0.1067487,-0.056199603,-0.22548564,SLOW,3583417
-0.58216274,-0.15954599,-0.18910027,0.023365596,0.022602014,0.09216429,NORMAL,3581687
0.45291066,-0.9719284,-1.0735083,0.012980887,0.07696902,0.031077769,AGGRESSIVE,3582640
2.1116695,-0.18945885,0.11900234,-0.040775254,-0.12705997,-0.041615196,AGGRESSIVE,3582511
-0.1809529,0.49053422,0.1965599,-0.012064588,0.07513642,0.04512767,NORMAL,3581911
-1.385498,-0.88566446,-2.2373266,0.046578474,0.20280726,-0.012293663,AGGRESSIVE,3582924
0.72677374,1.2622215,1.5543547,-0.012675454,0.08124508,0.00786489,NORMAL,3582023
-0.8635671,0.7540816,-0.6581068,-0.09392053,-0.03726278,0.04085161,AGGRESSIVE,3582949
-0.62047005,-0.6302238,0.28360367,0.06856962,-0.02321288,-0.015958855,SLOW,3583646
0.13106179,0.7574184,0.8347397,0.03313944,0.13683382,0.015806139,SLOW,3583364
-0.428015,-2.0149198,-0.23616982,0.0154243475,0.0580322,-0.010461068,AGGRESSIVE,3582594
-0.46546447,0.22124556,0.040905952,0.02397646,-0.03970624,0.059788436,NORMAL,3581702
-0.77271616,-0.9636922,-0.36951733,0.044745877,-0.025045475,-0.028787024,NORMAL,3581832
-0.43783343,-0.035499632,-0.32432556,0.014202617,-0.04520403,0.011530082,SLOW,3583277
1.2970872,-0.289931,0.48964405,-0.013897184,0.009162978,-0.0538325,NORMAL,3581918
-0.0068933964,-0.20090687,1.158061,-0.009010263,0.080634214,-0.059941154,AGGRESSIVE,3582949
0.103682995,0.11754072,-0.45355034,-0.019394971,-0.018325957,-0.028176159,SLOW,3583179
1.6697543,-0.77294254,-0.9539709,0.016035212,0.007330383,-0.053221636,NORMAL,3582200
-0.29415864,-0.40192008,0.110544205,-0.029168816,-0.03970624,0.07078401,SLOW,3583638
0.20467746,0.16735001,-0.8474455,0.0154243475,0.034208454,-0.0019089539,NORMAL,3582037
1.5162072,0.30381432,-1.3088751,0.061850104,0.10995574,-0.11369729,NORMAL,3582259
1.1926036,-0.30191213,-1.8018489,0.08323039,-0.093462385,-0.0092393365,NORMAL,3581749
1.6741598,-0.17163748,-0.2610073,-0.15317446,-0.13439035,-0.067882404,SLOW,3583608
1.3140554,-0.68496263,-1.6368818,0.06856962,0.122783914,-0.09048442,SLOW,3583384
0.6279856,-0.14139277,-1.0604191,0.08750644,0.03970624,-0.07154759,NORMAL,3582047
-0.78345215,1.0488371,0.020175934,-0.0786489,-0.0421497,0.027412578,AGGRESSIVE,3582830
-0.12164903,-0.093634486,-0.27467537,-0.024281893,0.016493361,-0.0092393365,AGGRESSIVE,3582500
0.48250246,0.573888,-0.41881466,-0.0364992,0.077579886,0.071394876,SLOW,3583461
-2.593087,-0.31746113,0.7871113,0.004428773,-0.14355333,0.06834055,AGGRESSIVE,3582897
-0.53684604,-1.4092512,-0.7177706,0.0154243475,0.0061086523,0.0005345071,AGGRESSIVE,3582671
-0.014051914,-0.049515728,0.3129816,0.021533,0.023823744,0.0066431593,SLOW,3583618
-0.2686553,-0.85788953,-0.094929695,0.02397646,0.12522738,0.013362677,SLOW,3583380
0.28119552,0.2052249,-0.14324093,0.031306844,-0.076358154,0.04879286,AGGRESSIVE,3582604
1.1505067,-0.81875694,2.1811886,-0.00045814895,0.10262536,-0.09476047,NORMAL,3582224
1.053682,-0.18578833,1.6390381,0.016035212,0.0012217305,0.14469871,AGGRESSIVE,3582376
-1.1233793,-0.67834413,0.13965702,0.013591751,0.105068825,-0.00496328,NORMAL,3582121
0.20869446,0.2011531,1.3307877,-0.110413894,-0.1160644,0.026801713,SLOW,3583316
0.55627334,0.32056117,0.36352158,0.007483099,-0.004886922,-0.04466952,SLOW,3583244
-0.53503156,0.14622152,0.3209114,0.065515295,-0.09285152,0.08788824,SLOW,3583183
0.011557102,-0.73075366,-0.46395206,-0.05177083,-0.13316862,0.01947133,NORMAL,3582194
0.8708515,0.9392923,-0.1457758,0.023365596,-0.040317107,0.031077769,SLOW,3583484
-0.44840515,-0.0026172996,-0.41570568,0.030085113,-0.06841691,-0.06543894,NORMAL,3581663
0.24421191,-0.120862424,0.68965054,0.00076358154,-0.029932396,-0.050167307,NORMAL,3582061
0.9754528,0.46267655,0.011454582,-0.0041233404,0.02687807,-0.058719423,AGGRESSIVE,3582632
1.9132606,1.5773495,-1.998631,0.05024367,-0.1600467,-0.09476047,AGGRESSIVE,3582858
0.08228445,-0.5547323,-0.5340128,-0.021838432,-0.17837265,-0.054443367,SLOW,3583404
0.68240166,-0.3200142,0.76388645,0.019089539,0.029321533,0.018860465,SLOW,3583735
-0.5370897,-0.30483514,-0.48490715,0.12843442,-0.054367006,0.0011453723,AGGRESSIVE,3582752
1.2650019,-0.97448015,0.41671848,0.022143865,0.10262536,0.00786489,SLOW,3583133
-2.0386841,1.2189668,0.8400688,0.028252518,0.028099801,0.11537717,SLOW,3583045
-0.4389205,1.0478426,-0.13157749,0.012980887,0.008552114,0.0139735425,NORMAL,3582002
-0.6686629,-0.11819438,-0.5207367,-0.03772093,-0.18692477,0.05795584,NORMAL,3582036
0.29969656,-0.5009023,0.40102577,0.029474247,0.029321533,-0.05933029,SLOW,3583581
-1.174341,-1.5290445,0.34214878,-0.007788532,0.08674286,-0.0019089539,SLOW,3583572
3.647039,2.61145,2.1666174,-0.025503624,-0.016493361,-0.015958855,AGGRESSIVE,3582919
-1.2802886,-0.94060844,-0.16396046,0.03191771,-0.14110987,-0.048334714,SLOW,3583685
-0.16928744,-0.64861035,-1.5360737,-0.023060163,0.05375614,0.097662084,NORMAL,3581729
-1.2398841,0.6211788,-0.6846571,0.09850202,-0.08124508,0.36216673,SLOW,3583424
0.963099,0.19402307,0.5767851,-0.012675454,0.07574729,-0.02695443,NORMAL,3582110
-1.8746217,-1.9523187,1.775034,0.0777326,-0.3549127,0.09521862,AGGRESSIVE,3582720
-0.7622777,-0.5236954,0.28085423,-0.07742717,-0.20219639,-0.15951219,SLOW,3583500
-0.058685064,-1.346382,-0.6951599,0.030085113,0.07147124,-0.04955644,SLOW,3583403
-1.7709407,0.32360435,0.37954235,-0.03894266,-0.0061086523,0.13125966,AGGRESSIVE,3582507
-2.3421397,1.060869,-2.070764,0.05757405,0.0012217305,0.15752688,AGGRESSIVE,3582509
0.3720982,-1.3286719,1.1820354,-0.02977968,-0.07391469,-0.0110719325,SLOW,3583261
-0.2375791,-0.21157464,1.8272476,0.0056505036,0.022602014,0.012140946,AGGRESSIVE,3582851
0.5581958,0.8929088,-0.25698948,0.09911288,-0.02321288,-0.09048442,NORMAL,3582071
-1.4616195,-0.23117903,-0.32814312,-0.06582073,-0.07574729,0.07994699,SLOW,3583063
-0.26905942,0.08007628,0.587327,0.0050396384,-0.014660766,0.026801713,SLOW,3583455
-0.2136606,-1.0284956,0.047073364,0.04718934,0.08674286,0.012140946,AGGRESSIVE,3582552
-0.20508003,-0.524989,-1.3759365,-0.0071776668,0.02565634,-0.007406741,SLOW,3583593
0.42225385,0.09699651,-0.45035076,-0.04138612,-0.0030543262,0.00908662,NORMAL,3582010
1.2212067,-0.16466856,0.00062942505,-0.059101213,0.0018325958,0.097662084,NORMAL,3581688
2.1070733,1.1159666,-0.19676971,-0.026725354,0.014049901,-0.032452215,SLOW,3583219
-0.12926054,0.39406145,-0.17870235,0.037415497,-0.007941248,-0.008628472,AGGRESSIVE,3582494
1.2168854,0.47690278,-0.19045067,0.037415497,0.03481932,-0.031841353,SLOW,3583382
1.7831228,0.191511,-0.42735386,-0.02855795,0.06169739,-0.12041681,SLOW,3583740
1.3606005,-3.578845,0.86953163,-0.04016439,0.05497787,0.34567338,NORMAL,3581948
1.4042923,0.011433676,-0.28742313,-0.11102476,-0.03604105,-0.14301883,AGGRESSIVE,3582607
0.9271461,-1.4232775,-0.5534153,0.051465396,-0.027488936,-0.05261077,AGGRESSIVE,3582544
0.11077726,0.558607,-1.0573921,0.042913284,-0.12034045,0.11415544,NORMAL,3582190
1.8747315,0.52831674,0.24671555,-0.04932737,0.092240654,-0.09903653,NORMAL,3582222
1.3980635,-0.6614826,-1.1887999,0.15775596,0.38056904,-0.05627596,SLOW,3583659
-1.1942157,0.52881664,3.1850185,-0.0346666,-0.06352998,0.02985604,NORMAL,3582103
-0.14159238,-0.3028564,-0.30924988,-0.015118915,0.044593163,-0.018402316,SLOW,3583478
0.34880102,0.93770826,0.063607216,-0.011453724,-0.0067195175,0.0463494,SLOW,3583120
-0.2228446,0.7473035,-0.8874297,0.36117408,-0.40683624,0.05429065,SLOW,3583790
-0.06735623,0.112042286,-1.1783543,0.0050396384,-0.022602014,0.025579982,NORMAL,3581893
1.3591342,1.304664,0.25601292,-0.08903361,-0.07391469,-0.0110719325,SLOW,3583553
0.35154867,-0.63921416,1.028595,-0.01695151,-0.0067195175,-0.010461068,NORMAL,3581720
0.51627886,-0.09710498,-0.51405144,0.001985312,-0.07880162,-0.033673946,NORMAL,3582161
1.0836256,0.22858399,1.7732124,0.027641652,0.24984388,-0.051999904,SLOW,3583570
2.8162384,0.242767,-2.3285465,-0.23197608,0.0983493,-0.10514518,AGGRESSIVE,3582413
0.7192354,0.6531894,0.90029335,0.04046982,0.09712757,0.16119206,SLOW,3583433
0.064243555,-0.378066,0.08392811,-0.0053450707,-0.0018325958,-0.0012980887,SLOW,3583578
-1.2091892,-1.3939085,0.8559475,-0.10369437,0.115453534,0.008475755,AGGRESSIVE,3582905
1.1931401,-1.3956324,-0.32921982,-0.047494773,0.051923547,0.053068917,AGGRESSIVE,3582577
-0.86322314,0.27366304,-0.2937603,0.0013744468,-0.08735373,-0.0019089539,SLOW,3583703
0.4197464,-0.2435649,-0.49759674,-0.058490347,-0.021991149,-0.02023491,NORMAL,3582060
1.1801066,1.6199347,1.0541077,-0.023060163,0.032375857,-0.013515393,NORMAL,3581639
-0.25980926,0.021986157,-0.6759405,0.069791354,0.044593163,0.04512767,NORMAL,3581714
-1.1669043,-0.8626312,0.10337925,-0.15500705,-0.23823744,0.1428661,SLOW,3583731
-0.9870571,-0.5701137,-1.3848581,0.082619525,-0.15577064,0.030466905,SLOW,3583479
0.3442576,-1.2636533,-0.62236977,-0.032223143,-0.01282817,0.021914791,SLOW,3583132
0.5362017,0.15464354,-0.40505886,0.06001751,0.3378085,0.14897476,NORMAL,3582273
-0.835463,0.06466508,0.8254328,-0.007788532,0.053145275,0.0005345071,AGGRESSIVE,3582487
0.98204637,-1.3993248,-0.049757957,-0.04016439,0.0720821,0.008475755,AGGRESSIVE,3582724
1.1571116,1.4615235,0.47254467,-0.01817324,-0.022602014,-0.17111863,AGGRESSIVE,3582946
-0.52027,-0.90540755,-0.13289642,-0.025503624,0.035430185,0.022525655,NORMAL,3582043
0.4740256,0.541974,0.82694054,0.027641652,0.20647246,0.01947133,NORMAL,3581779
-0.109808445,1.3911144,0.9050455,0.1479821,0.2602286,0.15569428,NORMAL,3581931
0.55650043,1.2291621,0.5144806,0.02397646,0.1142318,-0.14729488,AGGRESSIVE,3582651
-0.07701111,-0.92430186,0.24703026,0.009315695,0.03726278,-0.041615196,NORMAL,3581957
1.0006056,0.90805995,0.11111164,0.012370021,-0.15760323,-0.21876612,AGGRESSIVE,3582928
-0.04753065,-0.90254694,0.44817734,0.024587326,0.045814894,-0.03611741,NORMAL,3581759
2.4297712,1.4491104,0.6129303,0.013591751,0.0,-0.055665094,AGGRESSIVE,3582839
0.66375923,2.3156612,0.38953876,-0.02611449,-0.108123146,-0.08498663,AGGRESSIVE,3582810
0.2573502,0.6867457,-1.031743,0.010537425,-0.014660766,0.012751812,NORMAL,3582008
-0.062171936,-1.2925352,1.7560358,0.02397646,0.017104227,-0.0092393365,SLOW,3583491
0.110842705,2.8868773,-0.88996315,-0.041996986,-0.04642576,0.08116872,NORMAL,3582215
-0.8772129,-0.0959194,-0.33966827,-0.054825157,-0.06841691,0.04390594,NORMAL,3581999
0.88368845,-1.2823536,0.5941324,0.018478673,-0.18997909,-0.07765625,AGGRESSIVE,3582924
0.3085351,0.6690208,-0.93797684,-0.009010263,0.037873644,0.02069306,NORMAL,3581711
1.836803,2.940623,-0.9748812,-0.01450805,0.124005646,0.009697486,AGGRESSIVE,3582782
0.24779892,0.37465924,-0.24551773,0.03436117,0.05375614,0.08483391,NORMAL,3581689
-0.5754907,-0.6420709,0.29804993,0.007483099,0.004276057,-0.0006872234,NORMAL,3581937
0.20295167,-0.44284958,1.3490992,-0.069485925,-0.037873644,0.0017562376,SLOW,3583760
-1.374251,-0.887112,-0.30811405,0.02031127,-0.049480084,0.059788436,NORMAL,3582251
0.6115031,-0.76446575,-1.069272,-0.029168816,0.115453534,0.013362677,SLOW,3583747
-0.6103399,0.044118047,0.37670898,0.04352415,-0.056199603,-0.0012980887,SLOW,3583632
-0.12067938,0.16444734,0.45986557,-0.0022907446,-0.037873644,-0.028176159,AGGRESSIVE,3582812
-2.5097396,-0.28872648,-1.8672366,0.19013181,-0.106901415,0.013362677,AGGRESSIVE,3582894
-1.8043447,-0.3059104,1.2606926,-0.07315111,0.11484267,0.057344973,AGGRESSIVE,3582748
-0.84101474,-0.54194593,0.1637783,0.08323039,-0.05497787,0.0017562376,AGGRESSIVE,3582502
0.4898994,1.1407373,-0.11038113,0.0025961774,0.009162978,-0.0092393365,NORMAL,3581943
0.93586683,-0.48866272,-0.68681145,-0.017562376,0.030543262,0.017027868,SLOW,3583317
-0.11672759,1.0505292,-0.5484276,0.07040222,0.017104227,-0.024510968,AGGRESSIVE,3582655
1.0619525,0.005475968,-0.8173933,0.00015271631,-0.0720821,-0.06299548,NORMAL,3581988
-1.1508532,-0.72685254,2.481412,-0.0022907446,0.039095376,0.18745928,AGGRESSIVE,3582762
0.85505545,-1.1542009,-1.6892481,-0.010231993,-0.053145275,-0.10881037,SLOW,3583067
-0.69117785,0.43520227,0.8746109,-0.010231993,0.012217305,0.0011453723,NORMAL,3582101
-0.6504388,0.4122701,0.99094296,-0.091477074,-0.21685717,0.0463494,AGGRESSIVE,3582463
-0.087272406,-0.88402,-0.75428295,0.007483099,-0.032986723,0.08544478,SLOW,3583409
-0.20817196,0.91589415,0.84151363,-0.041996986,-0.015882496,0.028023442,NORMAL,3581892
2.9564655,-1.0015733,0.81486416,-0.0010690142,-0.02443461,-0.15462527,AGGRESSIVE,3582916
-0.32146192,0.13128099,0.20300865,-0.011453724,-0.017715093,0.015806139,NORMAL,3582102
0.10356188,3.0101929,0.9191847,0.0025961774,-0.13500121,-0.17417295,AGGRESSIVE,3582497
-1.26089,-0.1453346,0.37160873,0.02275473,-0.020158553,0.04085161,NORMAL,3581766
-0.38610673,-0.040382504,-1.0716839,0.027641652,-0.015882496,0.061010167,SLOW,3583713
0.28875208,-0.77923656,1.2428427,-0.0071776668,-0.020158553,-0.053221636,AGGRESSIVE,3582495
-0.7293618,-0.7353765,-1.0049925,0.033750303,0.029321533,-0.023289237,NORMAL,3582100
0.48609018,0.8804449,-3.5061235,0.07223482,-0.21930063,-0.6659195,NORMAL,3582097
-0.9970778,-0.72921693,0.12300682,-0.041996986,-0.07819075,-0.025732698,AGGRESSIVE,3582829
